id,created_at,match_text,response_text,src,dst,updated_at
b7a74344-6e63-4b60-bf0e-6c4dcdf5525c,2025-10-08 13:07:03.064417-04,2|banana,Delicious and comes in its own comedic prop!,353cf69d-de2a-4f44-a76c-c13fb056a7a7,f0e48c6b-a637-4889-8707-ad9a2607b29f,2025-10-08 13:07:03.064417-04
611c1993-95ab-44c9-a0cb-6470f059e8e5,2025-10-08 13:07:03.064431-04,3|grapes,Green or red. Even better fermented ;-)!,353cf69d-de2a-4f44-a76c-c13fb056a7a7,f0e48c6b-a637-4889-8707-ad9a2607b29f,2025-10-08 13:07:03.064431-04
2d1d3d57-3b49-4068-8cfb-16fed7521432,2025-06-13 11:05:04.618836-04,2|broc|broccoli|brocolli,"Steamed and dipped in butter, amazing!",e65e0c87-92a2-481d-adb5-e2c9b24c6dc8,c7f241ec-4f4c-4216-81c8-6301824308cd,2025-06-13 11:05:04.618836-04
f8e0d9a9-c40a-4757-be9f-4ebe766f5750,2025-06-13 11:05:04.618839-04,3|pepper|peppers,"Stuffed or sliced and served with pasta, yum!",e65e0c87-92a2-481d-adb5-e2c9b24c6dc8,c7f241ec-4f4c-4216-81c8-6301824308cd,2025-06-13 11:05:04.618839-04
8eaf3d0c-6783-4e11-9ccf-a5829f956e53,2025-06-13 11:05:04.61885-04,1|beef,Steaks and burgers. Drool!,22a6c794-a3e2-41f1-86e3-d3869ec14497,c7f241ec-4f4c-4216-81c8-6301824308cd,2025-06-13 11:05:04.61885-04
d3916261-4863-404c-a6c9-854fc20fe2b1,2025-06-13 11:05:04.618853-04,2|pork,Pulled or shredded. It's all good!,22a6c794-a3e2-41f1-86e3-d3869ec14497,c7f241ec-4f4c-4216-81c8-6301824308cd,2025-06-13 11:05:04.618853-04
c8c476b8-2c23-4649-898d-b24545ea8c7a,2025-06-13 11:05:04.618854-04,3|carrot,Fried or grilled in a salad. Love it!,22a6c794-a3e2-41f1-86e3-d3869ec14497,c7f241ec-4f4c-4216-81c8-6301824308cd,2025-06-13 11:05:04.618854-04
2a303116-092d-40a0-ae16-6c9e53ea8650,2025-06-13 11:05:04.618859-04,1|apple,"Sweet, tart and everything in between!",cef61574-bb80-4843-8fbf-648f8596f95f,c7f241ec-4f4c-4216-81c8-6301824308cd,2025-06-13 11:05:04.618859-04
cacc4f05-a66a-4f9b-9e0a-e15a9b2bd40b,2025-06-13 11:05:04.618861-04,2|banana,Delicious and comes in its own comedic prop!,cef61574-bb80-4843-8fbf-648f8596f95f,c7f241ec-4f4c-4216-81c8-6301824308cd,2025-06-13 11:05:04.618861-04
aead58f8-3308-4868-966d-843a02ff81f2,2025-06-13 11:05:04.618862-04,3|grapes,Green or red. Even better fermented ;-)!,cef61574-bb80-4843-8fbf-648f8596f95f,c7f241ec-4f4c-4216-81c8-6301824308cd,2025-06-13 11:05:04.618862-04
65078637-9862-4682-8bbe-0a52ed29bf6b,2025-05-30 10:42:23.911194-04,n/a,n/a,89eddcb8-7fe5-4cd1-b18b-78858f0789fb,95441b9a-3636-4f45-bd0a-ec35e84dd5f7,2025-05-30 10:42:23.911194-04
ed53f6d3-3e66-4321-9ba7-ad3c36e79eb4,2025-05-30 10:42:23.915794-04,n/a,n/a,0b2861b6-a16a-4197-910a-158610967dd9,3f467ee3-4874-4ad1-82b1-99be06f575ab,2025-05-30 10:42:23.915794-04
31ec69f2-c618-492a-aaa7-68bb6a4475f5,2025-05-30 10:42:23.916691-04,n/a,n/a,385a1f99-d844-42e6-9fa3-a0e3a116757d,1bda7846-31b4-4983-92ec-161eba46c758,2025-05-30 10:42:23.916691-04
77ff5c56-ac17-4410-8cf9-439b34e7c587,2025-05-30 10:42:23.916979-04,n/a,n/a,b48d36ce-2512-4ee0-a9b9-b743d72e95e9,23f00a69-55b7-4c29-b777-5c278b7088ed,2025-05-30 10:42:23.916979-04
83408cce-85a9-4824-b622-651c6839f399,2025-05-30 10:42:23.917193-04,n/a,n/a,525028ae-0a33-4c80-a22f-868f77bb9531,ae28c0e3-9303-4807-979f-694bc9981dd7,2025-05-30 10:42:23.917193-04
4aaf8877-f0dc-4182-94f9-86f05e87de3a,2025-05-30 10:42:23.917564-04,n/a,n/a,cf72ce06-50fc-4bf1-852b-dbdbd9f97f66,aec8789f-546f-42c2-b1d5-c80bd10014f0,2025-05-30 10:42:23.917564-04
abe3e848-8d89-4949-b881-0017f10c10cb,2025-06-05 14:01:48.19653-04,n/a,n/a,abfd6e3c-b71d-445d-87fd-89744e66e5d1,35ab8b42-fbdf-47e1-ac62-bae86c3c7178,2025-06-05 14:01:48.19653-04
d1333d2f-4eae-4994-a892-4275b9ea0903,2025-06-05 14:03:25.725989-04,n/a,n/a,35ab8b42-fbdf-47e1-ac62-bae86c3c7178,23b09d2a-18f7-46ac-bff2-3968bd3a4dbe,2025-06-05 14:03:25.725989-04
5e57ede3-0f45-4fc5-b7cb-80de35c94f71,2025-06-05 14:27:46.548792-04,n/a,n/a,669eea27-2dc1-4dff-bd0f-bc7d029bf714,,2025-06-05 14:27:46.548792-04
c6e395ed-eb0e-4954-bf51-da80242da49a,2025-06-05 15:13:42.571918-04,n/a,n/a,23b09d2a-18f7-46ac-bff2-3968bd3a4dbe,669eea27-2dc1-4dff-bd0f-bc7d029bf714,2025-06-05 15:13:42.571918-04
20ba3097-2f74-4ce5-a4e5-102dcb3a50dc,2025-06-11 09:26:03.674091-04,n/a,n/a,8da657ae-32d2-4fc1-8d27-2cfcd48858f6,,2025-06-11 09:26:03.674091-04
056e6fb7-05a2-4646-b40c-851c9c6d1081,2025-06-11 09:26:03.674143-04,n/a,n/a,0fc4ef6c-082f-4e90-b2f4-e14dbac78623,ed0fbc0d-a3e3-40b4-91a4-9be24803e2db,2025-06-11 09:26:03.674143-04
9101f6c0-3329-4284-9b8c-ae635360431a,2025-06-11 09:26:03.674201-04,n/a,n/a,ec4bb0f2-124f-4755-8331-40f64ce24940,35b8b472-fe8c-4201-895c-d2b128fdde32,2025-06-11 09:26:03.674201-04
ffc67bd4-51fd-4fb4-85f5-11bf5a5f00f8,2025-06-11 09:26:03.67431-04,n/a,n/a,a77300e2-d7a7-40ea-bd0a-0d957a3ff5b5,1b76e670-f683-4863-a30d-9262c3664a82,2025-06-11 09:26:03.67431-04
83d2e3e6-fa99-4c08-993b-74f43ff19e63,2025-06-11 09:26:03.674414-04,n/a,n/a,369d49d1-6c17-4afe-a6c1-ba01026798f3,eff5596e-c39a-432c-8dd5-7fd596d8182d,2025-06-11 09:26:03.674414-04
d6fa5167-6f7c-4d46-961e-f4e9c968bd35,2025-06-12 10:44:34.618991-04,n/a,n/a,5a9b2cd2-49c4-4650-b7d4-90e2c287cc79,,2025-06-12 10:44:34.618991-04
f7b1dd17-c6b8-4e08-9715-db31e736c9ec,2025-06-12 10:44:34.619004-04,n/a,n/a,0d334f30-1982-4818-8769-c99b838d2b36,63bfe781-0f63-4ae8-84f0-a3eb9e61e574,2025-06-12 10:44:34.619004-04
a0ce87bf-0dd5-4523-9aa9-b7c4cbe1ed02,2025-06-12 10:44:34.619016-04,n/a,n/a,29a74002-4118-46d3-bb9e-a54dc18e504c,09ba29bc-af3b-4a41-a40b-38d8f8b2581e,2025-06-12 10:44:34.619016-04
493517ff-8dd9-4fe9-8849-6e6d7deb299c,2025-06-12 10:44:34.619034-04,n/a,n/a,e006ee12-18f5-4403-bc33-431842ed8e86,7e0c452b-37a0-4780-816a-4bbcb5bea419,2025-06-12 10:44:34.619034-04
4ab95ec9-7e4a-4334-9510-c79bd006ee57,2025-06-12 10:44:34.619042-04,n/a,n/a,2e264145-9d36-4fb7-9ff1-cc25dc931bd2,9004b960-1bf2-4b80-8424-bc7f949a172a,2025-06-12 10:44:34.619042-04
6c2b4030-64e1-41ec-8785-58761e2337f8,2025-06-13 11:05:04.618809-04,n/a,n/a,c7f241ec-4f4c-4216-81c8-6301824308cd,,2025-06-13 11:05:04.618809-04
c4c50ded-e946-46aa-994f-04962d290a5c,2025-06-13 11:05:04.618833-04,n/a,n/a,8ca8ebbf-0e88-40a1-be11-94f93dd3d12f,e65e0c87-92a2-481d-adb5-e2c9b24c6dc8,2025-06-13 11:05:04.618833-04
04ddc5d0-70e6-4e6f-9a68-8ba745d114e6,2025-06-13 11:05:04.618849-04,n/a,n/a,3a1ae0a8-8c7a-4fc6-8567-041c59c9aa3f,22a6c794-a3e2-41f1-86e3-d3869ec14497,2025-06-13 11:05:04.618849-04
2289cff2-9742-41ab-8df1-00e8aeaa5490,2025-06-13 11:05:04.618859-04,n/a,n/a,d1701968-9831-41cb-82ca-0e75495583d0,cef61574-bb80-4843-8fbf-648f8596f95f,2025-06-13 11:05:04.618859-04
057d4b12-c696-4f97-876e-c840ce1947b8,2025-06-23 14:48:17.056164-04,n/a,n/a,ceea4bee-806d-43d9-b5ec-909f4cb740e2,31732282-6c04-45d5-a71e-9c78c81c08c5,2025-06-23 14:48:17.056164-04
718865d0-9226-4ca2-9ccb-92de333c0623,2025-10-08 13:07:03.064081-04,n/a,n/a,f0e48c6b-a637-4889-8707-ad9a2607b29f,,2025-10-08 13:07:03.064081-04
2263e3f5-99fc-4053-820c-3378ae44a060,2025-10-08 13:07:03.06413-04,n/a,n/a,aaeff8e2-3497-47b8-a958-854e1efa284f,d1ecd32a-72ad-413a-bda5-49e5bc0a65b8,2025-10-08 13:07:03.06413-04
871d1b8f-fa27-4d67-ac13-f6d64049dce2,2025-10-08 13:07:03.064204-04,n/a,n/a,f3c2c323-25e2-4ed0-ad97-6c8fd55cca35,00caf78f-1856-41e4-8deb-665c039d3aff,2025-10-08 13:07:03.064204-04
5b93f31b-acf6-4f4a-b97e-fafa5573987b,2025-10-08 13:07:03.064305-04,n/a,n/a,9a477f6d-1a03-4177-a1b7-228ce52ae8e0,93dada9c-884b-4264-8025-03751ea53c44,2025-10-08 13:07:03.064305-04
cf42ac4d-482f-404d-a7ec-f96e301a8fe1,2025-10-08 13:07:03.064402-04,n/a,n/a,cc0f528d-6569-423d-94d7-5e5e9fe2ea1a,353cf69d-de2a-4f44-a76c-c13fb056a7a7,2025-10-08 13:07:03.064402-04
4bce9e23-2dc4-42d9-aea9-94744a74d005,2025-05-19 11:08:35.243008-04,NOOP,NOOP,f9420f0c-81ca-4f9a-b1d4-7e25fd280399,89eddcb8-7fe5-4cd1-b18b-78858f0789fb,2025-05-19 11:08:35.243008-04
041cd7cb-5fbf-41ce-97d1-4708d70f1958,2025-06-11 09:26:03.674178-04,1|veg|vegetable|vegetables,Vegetables are tasty and good for you!,ed0fbc0d-a3e3-40b4-91a4-9be24803e2db,ec4bb0f2-124f-4755-8331-40f64ce24940,2025-06-11 09:26:03.674178-04
d9d9d89b-3047-4b18-8c97-5fb870fc1ced,2025-05-15 23:11:01.158897-04,1|red,Red is the color of life.,95441b9a-3636-4f45-bd0a-ec35e84dd5f7,b48d36ce-2512-4ee0-a9b9-b743d72e95e9,2025-05-15 23:11:01.158897-04
fee09a2a-5595-43a9-8228-72182789800e,2025-05-15 23:11:02.759166-04,2|blue,"Blue is my fave, as well.",95441b9a-3636-4f45-bd0a-ec35e84dd5f7,385a1f99-d844-42e6-9fa3-a0e3a116757d,2025-05-15 23:11:02.759166-04
49a0e06a-fff6-4bbc-91f7-fcda4b800cc4,2025-05-15 23:11:03.991512-04,3|flort,Flort is for the cool kids.,95441b9a-3636-4f45-bd0a-ec35e84dd5f7,0b2861b6-a16a-4197-910a-158610967dd9,2025-05-15 23:11:03.991512-04
af8f80db-79bf-43c1-9362-1f330da7df08,2025-06-11 09:26:03.674275-04,2|meat,Too much meat isn't good for you but so delish!,ed0fbc0d-a3e3-40b4-91a4-9be24803e2db,a77300e2-d7a7-40ea-bd0a-0d957a3ff5b5,2025-06-11 09:26:03.674275-04
341df59c-b544-4435-9110-fa7fd2673eb8,2025-06-11 09:26:03.674396-04,3|fruit,Fruit is like nature's dessert!,ed0fbc0d-a3e3-40b4-91a4-9be24803e2db,369d49d1-6c17-4afe-a6c1-ba01026798f3,2025-06-11 09:26:03.674396-04
01eff2e7-d605-4cb3-a498-9c93ad2d32c0,2025-06-11 09:26:03.674217-04,1|carrot|carrots,"Cold dipped in hummus, oh so good!",35b8b472-fe8c-4201-895c-d2b128fdde32,8da657ae-32d2-4fc1-8d27-2cfcd48858f6,2025-06-11 09:26:03.674217-04
e3c895c7-9318-4597-b99d-8b647f1da409,2025-05-17 18:57:47.355407-04,1|fork,Good for stabbing your food!,1bda7846-31b4-4983-92ec-161eba46c758,f9420f0c-81ca-4f9a-b1d4-7e25fd280399,2025-05-17 18:57:47.355407-04
731d8193-c8f8-4ce0-ac90-026371bdc927,2025-05-17 18:57:48.635953-04,2|knife,Cut it into little pieces!,1bda7846-31b4-4983-92ec-161eba46c758,f9420f0c-81ca-4f9a-b1d4-7e25fd280399,2025-05-17 18:57:48.635953-04
43e373db-4e32-42fa-9039-12e69aa30223,2025-05-17 18:57:48.950839-04,3|spoon,I guess you like soup!,1bda7846-31b4-4983-92ec-161eba46c758,f9420f0c-81ca-4f9a-b1d4-7e25fd280399,2025-05-17 18:57:48.950839-04
190dc5a3-fab2-49c5-b475-242d8e06292f,2025-05-17 18:45:56.990779-04,1|triangle,Triangles are so pointy!,23f00a69-55b7-4c29-b777-5c278b7088ed,f9420f0c-81ca-4f9a-b1d4-7e25fd280399,2025-05-17 18:45:56.990779-04
1a5aabc0-74f2-4faf-a1fa-783e412d4db9,2025-05-17 18:46:23.916915-04,2|square,Squares are for squares!,23f00a69-55b7-4c29-b777-5c278b7088ed,f9420f0c-81ca-4f9a-b1d4-7e25fd280399,2025-05-17 18:46:23.916915-04
6da7f442-71f2-431c-8e9c-3d758c5b18de,2025-05-17 18:46:26.718991-04,3|circle,Circles go round and round!,23f00a69-55b7-4c29-b777-5c278b7088ed,f9420f0c-81ca-4f9a-b1d4-7e25fd280399,2025-05-17 18:46:26.718991-04
2361468c-571d-43e1-a5cc-a5580841253c,2025-05-25 11:07:24.348955-04,yes|true,"Sadly, you are correct.",ae28c0e3-9303-4807-979f-694bc9981dd7,cf72ce06-50fc-4bf1-852b-dbdbd9f97f66,2025-05-25 11:07:24.348955-04
f6c08bf6-a984-4619-97be-3bb2526ba81d,2025-05-25 11:07:24.349218-04,no|false,You are a hopeless optimist.,ae28c0e3-9303-4807-979f-694bc9981dd7,cf72ce06-50fc-4bf1-852b-dbdbd9f97f66,2025-05-25 11:07:24.349218-04
053c7425-dfd9-4c32-b305-a15b50453274,2025-05-25 11:07:44.347932-04,NOOP,NOOP,aec8789f-546f-42c2-b1d5-c80bd10014f0,,2025-05-25 11:07:44.347932-04
b71f650a-e48a-4eb2-9909-33327e99050f,2025-05-17 19:09:09.192974-04,1|shemp,Shemp was fire!,3f467ee3-4874-4ad1-82b1-99be06f575ab,f9420f0c-81ca-4f9a-b1d4-7e25fd280399,2025-05-17 19:09:09.192974-04
e3817413-e1fa-4d60-b049-a1c0083ebbd2,2025-05-17 19:09:09.752621-04,2|curly,Curly was dope!,3f467ee3-4874-4ad1-82b1-99be06f575ab,f9420f0c-81ca-4f9a-b1d4-7e25fd280399,2025-05-17 19:09:09.752621-04
fb487221-d767-43fc-a17f-0b0cd89a7e78,2025-05-17 19:09:10.352051-04,3|iggy,"Oops, wrong Stooges!",3f467ee3-4874-4ad1-82b1-99be06f575ab,f9420f0c-81ca-4f9a-b1d4-7e25fd280399,2025-05-17 19:09:10.352051-04
c5de2fd4-f89b-45c0-881f-aa5ab1b5326c,2025-06-11 09:26:03.674235-04,2|broc|broccoli|brocolli,"Steamed and dipped in butter, amazing!",35b8b472-fe8c-4201-895c-d2b128fdde32,8da657ae-32d2-4fc1-8d27-2cfcd48858f6,2025-06-11 09:26:03.674235-04
8e52ae5f-e2e8-4e1d-af93-4a8f6ff143eb,2025-06-11 09:26:03.674255-04,3|pepper|peppers,"Stuffed or sliced and served with pasta, yum!",35b8b472-fe8c-4201-895c-d2b128fdde32,8da657ae-32d2-4fc1-8d27-2cfcd48858f6,2025-06-11 09:26:03.674255-04
055e7de8-740e-4e0d-b092-c9cdc2517728,2025-06-11 09:26:03.674342-04,1|beef,Steaks and burgers. Drool!,1b76e670-f683-4863-a30d-9262c3664a82,8da657ae-32d2-4fc1-8d27-2cfcd48858f6,2025-06-11 09:26:03.674342-04
c1a8c501-7886-48e4-8b50-c854c26cbd06,2025-06-11 09:26:03.674351-04,2|pork,Pulled or shredded. It's all good!,1b76e670-f683-4863-a30d-9262c3664a82,8da657ae-32d2-4fc1-8d27-2cfcd48858f6,2025-06-11 09:26:03.674351-04
06cbb51f-7ac5-47a4-9ccf-eb6b93cf3d52,2025-06-11 09:26:03.674366-04,3|carrot,Fried or grilled in a salad. Love it!,1b76e670-f683-4863-a30d-9262c3664a82,8da657ae-32d2-4fc1-8d27-2cfcd48858f6,2025-06-11 09:26:03.674366-04
a2810868-6db9-428c-9336-809fc46ad15f,2025-06-11 09:26:03.674428-04,1|apple,"Sweet, tart and everything in between!",eff5596e-c39a-432c-8dd5-7fd596d8182d,8da657ae-32d2-4fc1-8d27-2cfcd48858f6,2025-06-11 09:26:03.674428-04
9d0ceae7-cf8d-4abb-8d24-477d59883333,2025-06-11 09:26:03.674443-04,2|banana,Delicious and comes in its own comedic prop!,eff5596e-c39a-432c-8dd5-7fd596d8182d,8da657ae-32d2-4fc1-8d27-2cfcd48858f6,2025-06-11 09:26:03.674443-04
631f5998-aa30-4450-9f6c-ddeba77ffb9f,2025-06-11 09:26:03.674458-04,3|grapes,Green or red. Even better fermented ;-)!,eff5596e-c39a-432c-8dd5-7fd596d8182d,8da657ae-32d2-4fc1-8d27-2cfcd48858f6,2025-06-11 09:26:03.674458-04
1d0fffc6-3e0c-47db-976b-1ba3778c41ca,2025-06-12 10:44:34.619006-04,1|veg|vegetable|vegetables,Vegetables are tasty and good for you!,63bfe781-0f63-4ae8-84f0-a3eb9e61e574,29a74002-4118-46d3-bb9e-a54dc18e504c,2025-06-12 10:44:34.619006-04
05c43af6-7e5d-484b-a858-98497d24491d,2025-06-12 10:44:34.619026-04,2|meat,Too much meat isn't good for you but so delish!,63bfe781-0f63-4ae8-84f0-a3eb9e61e574,e006ee12-18f5-4403-bc33-431842ed8e86,2025-06-12 10:44:34.619026-04
d72e7616-0a07-4844-8286-2e660403219b,2025-06-12 10:44:34.619039-04,3|fruit,Fruit is like nature's dessert!,63bfe781-0f63-4ae8-84f0-a3eb9e61e574,2e264145-9d36-4fb7-9ff1-cc25dc931bd2,2025-06-12 10:44:34.619039-04
6a10ace8-644e-490a-95c7-d9680beb4e10,2025-06-12 10:44:34.619017-04,1|carrot|carrots,"Cold dipped in hummus, oh so good!",09ba29bc-af3b-4a41-a40b-38d8f8b2581e,5a9b2cd2-49c4-4650-b7d4-90e2c287cc79,2025-06-12 10:44:34.619017-04
de6ef1c8-572b-4017-a1e9-ea1273e39f51,2025-06-12 10:44:34.619019-04,2|broc|broccoli|brocolli,"Steamed and dipped in butter, amazing!",09ba29bc-af3b-4a41-a40b-38d8f8b2581e,5a9b2cd2-49c4-4650-b7d4-90e2c287cc79,2025-06-12 10:44:34.619019-04
b0565429-7034-4c63-b5e5-cde0680a764e,2025-06-12 10:44:34.619023-04,3|pepper|peppers,"Stuffed or sliced and served with pasta, yum!",09ba29bc-af3b-4a41-a40b-38d8f8b2581e,5a9b2cd2-49c4-4650-b7d4-90e2c287cc79,2025-06-12 10:44:34.619023-04
b750f343-e094-484e-a257-d52f5bb77ffc,2025-06-12 10:44:34.619034-04,1|beef,Steaks and burgers. Drool!,7e0c452b-37a0-4780-816a-4bbcb5bea419,5a9b2cd2-49c4-4650-b7d4-90e2c287cc79,2025-06-12 10:44:34.619034-04
cdb11bea-9ee0-48d6-bea4-b5b418b853e2,2025-06-12 10:44:34.619036-04,2|pork,Pulled or shredded. It's all good!,7e0c452b-37a0-4780-816a-4bbcb5bea419,5a9b2cd2-49c4-4650-b7d4-90e2c287cc79,2025-06-12 10:44:34.619036-04
12ef974c-b8ac-4108-b734-d994cd4f8c66,2025-06-12 10:44:34.619037-04,3|carrot,Fried or grilled in a salad. Love it!,7e0c452b-37a0-4780-816a-4bbcb5bea419,5a9b2cd2-49c4-4650-b7d4-90e2c287cc79,2025-06-12 10:44:34.619037-04
4b5c1e63-54a4-4eb4-abe8-a26946d89a37,2025-06-12 10:44:34.619042-04,1|apple,"Sweet, tart and everything in between!",9004b960-1bf2-4b80-8424-bc7f949a172a,5a9b2cd2-49c4-4650-b7d4-90e2c287cc79,2025-06-12 10:44:34.619042-04
51d3f7f3-a598-4d35-a40d-fd60aa5115b4,2025-06-12 10:44:34.619044-04,2|banana,Delicious and comes in its own comedic prop!,9004b960-1bf2-4b80-8424-bc7f949a172a,5a9b2cd2-49c4-4650-b7d4-90e2c287cc79,2025-06-12 10:44:34.619044-04
0ad7e342-1453-463a-9ec3-f4d44ccfc4e3,2025-06-12 10:44:34.619045-04,3|grapes,Green or red. Even better fermented ;-)!,9004b960-1bf2-4b80-8424-bc7f949a172a,5a9b2cd2-49c4-4650-b7d4-90e2c287cc79,2025-06-12 10:44:34.619045-04
a9aed3ab-ef0e-44f3-86be-8beb5e90ccc8,2025-06-13 11:05:04.618822-04,1|veg|vegetable|vegetables,Vegetables are tasty and good for you!,31732282-6c04-45d5-a71e-9c78c81c08c5,8ca8ebbf-0e88-40a1-be11-94f93dd3d12f,2025-06-13 11:05:04.618822-04
5965a4a6-228e-422b-9428-84a07d51dbbf,2025-06-13 11:05:04.618846-04,2|meat,Too much meat isn't good for you but so delish!,31732282-6c04-45d5-a71e-9c78c81c08c5,3a1ae0a8-8c7a-4fc6-8567-041c59c9aa3f,2025-06-13 11:05:04.618846-04
d994de6e-86ea-4878-b496-0642a3f879d4,2025-06-13 11:05:04.618856-04,3|fruit,Fruit is like nature's dessert!,31732282-6c04-45d5-a71e-9c78c81c08c5,d1701968-9831-41cb-82ca-0e75495583d0,2025-06-13 11:05:04.618856-04
97d17cba-9057-4158-88cf-e9e52af7e442,2025-06-13 11:05:04.618833-04,1|carrot|carrots,"Cold dipped in hummus, oh so good!",e65e0c87-92a2-481d-adb5-e2c9b24c6dc8,c7f241ec-4f4c-4216-81c8-6301824308cd,2025-06-13 11:05:04.618833-04
